Countries,Indicators,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Belarus,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,0.50529,0.45045,0.40696,0.31738,0.36758,0.59453,0.48414,0.53747,0.64962,0.68520,0.70024,0.57731,0.57708,0.30169,0.24985,1.83072,0.25761,0.16539,0.12677,0.12495,,0.16235,
Belarus,Current Health Expenditure (CHE),% Gross domestic product (GDP),5.27606,5.70827,5.62330,5.76984,5.73710,6.07037,5.57381,5.69203,5.29415,5.39038,5.65694,4.87439,5.24533,5.69559,5.38793,6.06533,5.91054,5.75975,5.52699,5.86134,6.40607,6.56550,
Belarus,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),4.15423,4.25792,4.07934,4.38554,4.39937,4.52237,3.98554,3.99475,3.48282,3.48038,3.84922,3.08842,3.44370,3.56868,3.37288,3.68674,4.19299,3.98055,3.90000,4.12527,4.54089,4.87342,
Belarus,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),1.11701,1.44088,1.53581,1.37782,1.33252,1.54355,1.57854,1.68933,1.80034,1.89579,1.78202,1.77174,1.77295,2.10371,1.99897,2.35489,1.69278,1.75750,1.61557,1.72789,1.84604,1.67848,
Belarus,External Health Expenditure (EXT),% Gross domestic product (GDP),0.00482,0.00947,0.00815,0.00648,0.00521,0.00445,0.00973,0.00795,0.01099,0.01421,0.02570,0.01423,0.02868,0.02321,0.01608,0.02370,0.02477,0.02170,0.01143,0.00818,0.01915,0.01360,
Belarus,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,5.52699,5.86134,6.40607,6.56550,
Belarus,Capital health expenditure,% Gross domestic product (GDP),0.50529,0.45045,0.40696,0.31738,0.36758,0.59453,0.48414,0.53747,0.64962,0.68520,0.70024,0.57731,0.57708,0.30169,0.24985,1.83072,0.25761,0.16539,0.12677,0.12495,,0.16235,
Belgium,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7.99918,8.14989,8.31821,9.16444,9.32809,9.22375,9.12963,9.13629,9.59514,10.32118,10.20229,10.36338,10.50205,10.57661,10.60909,10.79745,10.79355,10.79856,10.86148,10.79478,11.19751,11.04291,
Belgium,Current Health Expenditure (CHE) per Capita in US$,,"1,849.91602","1,879.93457","2,084.71997","2,814.88062","3,312.74121","3,405.88501","3,545.92822","4,064.87646","4,653.50586","4,638.43896","4,531.03369","4,930.14111","4,704.47266","4,954.92432","5,080.12500","4,442.40137","4,542.79492","4,782.64697","5,176.98389","5,049.57715","5,104.02539","5,680.23145",
Belgium,Current Health Expenditure (CHE),% Gross domestic product (GDP),7.99918,8.14989,8.31821,9.16444,9.32809,9.22375,9.12963,9.13629,9.59514,10.32118,10.20229,10.36338,10.50205,10.57661,10.60909,10.79745,10.79355,10.79856,10.86148,10.79478,11.19751,11.04291,
Belgium,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),5.96186,6.13948,6.13246,6.79240,6.99578,6.89949,6.80943,6.77762,7.26824,7.87511,7.77897,7.89500,8.02983,8.03675,8.07583,8.24744,8.28667,8.28565,8.31993,8.12080,8.72332,8.56882,
Belgium,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),2.03732,2.01040,2.18575,2.37204,2.33230,2.32426,2.32020,2.35866,2.32690,2.44607,2.42333,2.46838,2.47222,2.53986,2.53327,2.55001,2.50688,2.51291,2.54155,2.67398,2.47419,2.47409,
Belgium,External Health Expenditure (EXT),% Gross domestic product (GDP),,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
Belgium,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,10.79355,10.79856,10.86148,10.79478,11.19751,11.04291,
Bosnia and Herzegovina,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7.99843,7.60726,7.42553,8.30537,9.06270,9.05224,9.17219,9.53060,9.68944,9.02212,9.01888,9.17856,9.49002,9.44886,9.49011,9.24087,9.13943,8.81797,8.76100,8.92544,9.70312,9.56443,
Bosnia and Herzegovina,Current Health Expenditure (CHE) per Capita in US$,,106.28906,104.88230,118.68923,168.28003,222.17709,241.77007,281.62350,364.36600,459.77545,409.50674,406.17133,456.80496,444.42065,474.19427,492.21198,430.12714,449.40857,469.77213,527.80951,543.98285,591.40643,691.52588,
Bosnia and Herzegovina,Current Health Expenditure (CHE),% Gross domestic product (GDP),7.99843,7.60726,7.42553,8.30537,9.06270,9.05224,9.17219,9.53060,9.68944,9.02212,9.01888,9.17856,9.49002,9.44886,9.49011,9.24087,9.13944,8.81797,8.76100,8.92544,9.70312,9.56443,
Bosnia and Herzegovina,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),4.08414,4.33065,4.43333,5.49272,5.16201,4.94053,5.00461,5.27355,5.39554,6.13817,6.13887,6.21122,6.51473,6.58716,6.67787,6.39630,6.47961,6.18360,6.12105,6.13386,6.75351,6.53274,
Bosnia and Herzegovina,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),3.36758,3.16495,2.85995,2.70563,3.86984,4.09162,4.12722,4.21926,4.25492,2.79802,2.74378,2.72871,2.79593,2.77119,2.76934,2.68820,2.64249,2.60032,2.60279,2.65393,2.81564,2.96815,
Bosnia and Herzegovina,External Health Expenditure (EXT),% Gross domestic product (GDP),0.54671,0.11166,0.13225,0.10702,0.03086,0.02009,0.04036,0.03779,0.03897,0.08594,0.13623,0.23862,0.17935,0.09051,0.04290,0.15636,0.01733,0.03405,0.03716,0.13765,0.13396,0.06354,
Bosnia and Herzegovina,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,9.13943,8.81797,8.76100,8.92544,9.70312,9.56443,
Bulgaria,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.82971,6.85959,7.08099,7.19987,6.89091,6.89011,6.52545,6.15652,6.28282,6.59578,7.09572,7.10267,7.53875,7.14268,7.68282,7.39129,7.45654,7.49168,7.32867,7.08920,8.47807,8.55573,
Bulgaria,Current Health Expenditure (CHE) per Capita in US$,,94.51976,119.82998,148.14792,195.74370,233.11333,267.74139,294.10892,361.23499,455.54059,459.30020,484.75229,555.86420,558.64795,547.45483,605.25891,521.41907,562.34082,624.52502,689.90540,697.89636,856.70453,"1,040.02295",
Bulgaria,Current Health Expenditure (CHE),% Gross domestic product (GDP),5.82971,6.85959,7.08099,7.19987,6.89091,6.89011,6.52545,6.15652,6.28282,6.59578,7.09572,7.10267,7.53875,7.14268,7.68282,7.39129,7.45654,7.49168,7.32867,7.08920,8.47807,8.55573,
Bulgaria,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),3.47150,3.84590,4.20195,4.37132,4.09508,4.10457,3.63341,3.43215,3.48065,3.54884,3.91961,3.84531,3.82975,4.04011,4.47437,4.13153,4.11104,4.11570,4.22399,4.19366,5.07327,5.37539,
Bulgaria,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),2.35821,3.01369,2.87904,2.82855,2.79583,2.78555,2.89204,2.72437,2.80217,3.04694,3.17611,3.25736,3.70900,3.10257,3.20846,3.25976,3.34550,3.37598,3.10468,2.89554,3.23276,3.13179,
Bulgaria,External Health Expenditure (EXT),% Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,,,0.17204,0.04856,
Bulgaria,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,7.45653,7.49168,7.32867,7.08920,8.47807,8.55573,
Croatia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7.65292,7.17129,6.14294,6.29591,6.50386,6.83877,6.91164,7.40500,7.65149,8.08232,7.98821,7.66187,7.67682,6.42543,6.61018,6.69006,6.72539,6.65739,6.75032,6.80215,7.72463,8.09696,
Croatia,Current Health Expenditure (CHE) per Capita in US$,,371.06213,388.32489,386.44409,512.15210,634.62030,727.13104,816.01703,"1,041.03442","1,258.87244","1,187.54529","1,126.37366","1,132.49890","1,029.97119",889.94452,909.37164,795.50836,840.90125,902.62524,"1,024.62415","1,040.08569","1,094.53284","1,384.11914",
Croatia,Current Health Expenditure (CHE),% Gross domestic product (GDP),7.65292,7.17129,6.14294,6.29591,6.50386,6.83877,6.91164,7.40500,7.65149,8.08232,7.98821,7.66187,7.67682,6.42543,6.61017,6.69006,6.72539,6.65739,6.75032,6.80215,7.72463,8.09696,
Croatia,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),6.50691,5.89478,4.85364,5.12047,5.19131,5.81220,5.85135,6.40027,6.41428,6.69460,6.66289,6.28054,6.34506,5.46500,5.55518,5.56044,5.57181,5.51577,5.56568,5.54669,6.31699,6.80977,
Croatia,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),1.14601,1.27651,1.28930,1.17543,1.31255,1.02658,1.06028,1.00473,1.23721,1.38772,1.32532,1.38134,1.33176,0.96043,1.05470,1.12951,1.15323,1.14153,1.18435,1.25488,1.40746,1.28635,
Croatia,External Health Expenditure (EXT),% Gross domestic product (GDP),,,,,,,,,,,,,,,0.00030,0.00011,0.00035,0.00009,0.00029,0.00058,0.00018,0.00085,
Croatia,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,6.72539,6.65739,6.75032,6.80215,7.72463,8.09696,
Cyprus,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.30800,5.33940,5.61566,5.63569,5.40558,5.43581,5.46357,5.35745,6.01428,6.46532,6.50056,6.43139,6.53639,6.92775,6.93137,6.79382,6.65255,6.62193,6.82634,7.06619,8.40699,9.42843,
Cyprus,Current Health Expenditure (CHE) per Capita in US$,,750.51672,782.16162,890.48297,"1,145.05847","1,286.97156","1,366.01709","1,474.02063","1,694.27185","2,155.24658","2,105.47778","2,045.29236","2,114.66895","1,899.37256","1,916.32263","1,873.89136","1,596.20520","1,649.41248","1,773.41162","2,020.73340","2,093.06128","2,362.39673","2,989.65283",
Cyprus,Current Health Expenditure (CHE),% Gross domestic product (GDP),5.30800,5.33940,5.61566,5.63569,5.40558,5.43581,5.46357,5.35745,6.01428,6.46532,6.50056,6.43139,6.53639,6.92775,6.93137,6.79382,6.65255,6.62193,6.82634,7.06619,8.40699,9.42843,
Cyprus,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),2.18027,2.23353,2.49221,2.47707,2.23181,2.25430,2.34011,2.31243,2.50266,2.74965,2.97371,3.04868,3.00122,3.15601,2.94709,2.85704,2.79585,2.74640,2.86887,3.82734,6.31369,7.98559,
Cyprus,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),3.09941,3.07960,3.08977,3.12592,3.14418,3.15250,3.09097,3.01190,3.48373,3.67979,3.46804,3.32120,3.47335,3.69372,3.90831,3.85802,3.84287,3.84848,3.93238,3.19131,2.07315,1.35286,
Cyprus,External Health Expenditure (EXT),% Gross domestic product (GDP),0.02832,0.02628,0.03368,0.03270,0.02959,0.02901,0.03250,0.03312,0.02788,0.03588,0.05881,0.06151,0.06182,0.07801,0.07598,0.07876,0.01383,0.02704,0.02509,0.04754,0.02015,0.08998,
Cyprus,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,6.65255,6.62193,6.82634,7.06619,8.40699,9.42843,
Czechia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.70103,5.86295,6.17736,6.52412,6.35071,6.34087,6.16380,5.98578,6.33025,7.24881,7.58647,7.55802,7.62448,7.52132,7.61249,7.36898,7.44554,7.38072,7.47048,7.60336,9.21369,9.48879,
Czechia,Current Health Expenditure (CHE) per Capita in US$,,342.92108,388.54404,497.74203,640.66040,746.32892,852.65247,942.11804,"1,110.17664","1,449.33679","1,442.24280","1,516.04858","1,654.51013","1,515.81604","1,514.01404","1,516.05627","1,314.83728","1,384.66357","1,525.34790","1,753.19897","1,803.05249","2,119.26831","2,498.51660",
Czechia,Current Health Expenditure (CHE),% Gross domestic product (GDP),5.70103,5.86295,6.17736,6.52412,6.35071,6.34087,6.16380,5.98578,6.33025,7.24881,7.58647,7.55802,7.62448,7.52132,7.61249,7.36898,7.44554,7.38072,7.47048,7.60336,9.21369,9.48879,
Czechia,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),5.05705,5.12704,5.44066,5.70741,5.56338,5.40408,5.27023,5.01563,5.12718,6.00806,6.41143,6.36669,6.42526,6.33063,6.37730,6.18715,6.24757,6.20310,6.31545,6.43772,8.05650,8.17705,
Czechia,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),0.64398,0.73591,0.73670,0.81671,0.78733,0.93678,0.89357,0.97015,1.20306,1.24075,1.17504,1.19134,1.19922,1.19070,1.23519,1.18183,1.19797,1.17761,1.15503,1.16564,1.15718,1.31174,
Czechia,External Health Expenditure (EXT),% Gross domestic product (GDP),,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,
Czechia,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,7.44554,7.38072,7.47048,7.60336,9.21369,9.48879,
Denmark,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8.10438,8.44833,8.70251,8.90363,9.00743,9.09057,9.16880,9.32515,9.51134,10.67432,10.60775,10.40703,10.52197,10.32916,10.30918,10.34412,10.25162,10.09826,10.09764,10.15244,10.56030,10.82403,9.49651
Denmark,Current Health Expenditure (CHE) per Capita in US$,,"2,496.04712","2,602.64307","2,895.80737","3,607.04297","4,194.87354","4,442.75488","4,778.89209","5,468.37939","6,137.77637","6,221.68896","6,171.28516","6,438.21240","6,168.33936","6,334.41553","6,466.89795","5,531.87891","5,624.32910","5,834.02051","6,232.72168","6,058.83008","6,442.39697","7,382.21338","6,331.70459"
Denmark,Current Health Expenditure (CHE),% Gross domestic product (GDP),8.10438,8.44833,8.70251,8.90363,9.00743,9.09057,9.16880,9.32515,9.51134,10.67432,10.60775,10.40703,10.52197,10.32916,10.30918,10.34412,10.25162,10.09826,10.09764,10.15244,10.56030,10.82403,9.49651
Denmark,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),6.73534,7.04638,7.29321,7.47102,7.52563,7.61281,7.68989,7.80593,7.99142,9.01540,8.93877,8.73525,8.87702,8.72417,8.70544,8.71548,8.62998,8.47816,8.45675,8.49855,8.95044,9.22275,8.05121
Denmark,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),1.36904,1.40194,1.40930,1.43261,1.48181,1.47776,1.47890,1.51923,1.51993,1.65892,1.66898,1.67178,1.64495,1.60499,1.60374,1.62864,1.62164,1.62009,1.64089,1.65389,1.60986,1.60128,1.44529
Denmark,External Health Expenditure (EXT),% Gross domestic product (GDP),0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Denmark,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,10.25162,10.09826,10.09764,10.15244,10.56030,10.82403,9.49651
Estonia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.17029,4.78060,4.70329,5.13883,5.33759,5.29536,4.97391,5.18456,5.95725,6.84477,6.59434,6.07817,6.09507,6.28062,6.36200,6.64135,6.70241,6.59727,6.69128,6.81699,7.57907,7.49057,6.94306
Estonia,Current Health Expenditure (CHE) per Capita in US$,,209.97769,214.70418,250.48021,368.97955,474.50797,549.63025,627.18378,866.49945,"1,082.15479","1,006.50708",966.19025,"1,061.16284","1,058.71960","1,194.86206","1,287.76123","1,156.20276","1,226.08594","1,350.12646","1,553.43347","1,599.35034","1,789.03479","2,094.50317","1,986.31226"
Estonia,Current Health Expenditure (CHE),% Gross domestic product (GDP),5.17029,4.78060,4.70329,5.13883,5.33759,5.29536,4.97391,5.18456,5.95725,6.84477,6.59434,6.07817,6.09507,6.28062,6.36200,6.64135,6.70241,6.59727,6.69128,6.81699,7.57907,7.49057,6.94306
Estonia,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),3.92116,3.72889,3.58040,3.88347,3.92322,3.90325,3.69722,3.87639,4.50654,5.22567,4.84026,4.50477,4.58077,4.67575,4.74083,4.94316,4.98726,4.84847,4.92409,5.06974,5.83760,5.70503,
Estonia,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),1.24913,1.05171,1.12289,1.24055,1.37935,1.36727,1.24511,1.27989,1.42614,1.59494,1.63964,1.49011,1.49159,1.59748,1.60661,1.68511,1.70312,1.74704,1.76561,1.74584,1.74007,1.78435,
Estonia,External Health Expenditure (EXT),% Gross domestic product (GDP),,,,0.01481,0.03503,0.02483,0.03158,0.02828,0.02457,0.02416,0.11444,0.08329,0.02271,0.00739,0.01457,0.01308,0.01203,0.00177,0.00158,0.00142,0.00140,0.00119,
Estonia,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,6.70241,6.59727,6.69128,6.81699,7.57907,7.49057,
Finland,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7.09253,7.25090,7.62770,7.93805,8.05913,8.28796,8.28412,8.08359,8.34311,9.16122,9.14203,9.22303,9.58580,9.80535,9.78115,9.64524,9.37796,9.12670,9.04514,9.17143,9.63250,10.25037,
Finland,Current Health Expenditure (CHE) per Capita in US$,,"1,726.74182","1,810.39282","2,059.30737","2,613.82861","3,044.12524","3,236.86523","3,414.93896","3,918.66016","4,486.36035","4,349.92871","4,251.59131","4,717.57373","4,573.29297","4,892.19678","4,922.64990","4,128.40088","4,108.92676","4,235.95215","4,521.50195","4,460.10938","4,736.33789","5,487.87744",
Finland,Current Health Expenditure (CHE),% Gross domestic product (GDP),7.09253,7.25090,7.62770,7.93805,8.05913,8.28796,8.28412,8.08359,8.34311,9.16122,9.14203,9.22303,9.58580,9.80535,9.78115,9.64524,9.37796,9.12670,9.04514,9.17143,9.63250,10.25037,
Finland,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),5.37109,5.52643,5.85965,6.13727,6.27308,6.44869,6.52324,6.35545,6.57667,7.23975,7.18045,7.30152,7.64987,7.79148,7.78149,7.57763,7.29918,7.11997,7.10558,7.35481,7.83443,8.40597,
Finland,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),1.72101,1.72378,1.76732,1.80048,1.78590,1.83915,1.76075,1.72805,1.76644,1.92105,1.96094,1.92095,1.93564,2.01375,1.99945,2.06749,2.07864,2.00648,1.93920,1.81603,1.79748,1.84440,
Finland,External Health Expenditure (EXT),% Gross domestic product (GDP),0.00043,0.00069,0.00072,0.00031,0.00014,0.00012,0.00012,0.00010,0.00000,0.00042,0.00064,0.00056,0.00028,0.00012,0.00021,0.00011,0.00014,0.00026,0.00036,0.00058,0.00059,0.00000,
Finland,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,9.37796,9.12670,9.04514,9.17143,9.63250,10.25037,
France,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,9.58448,9.70563,10.02219,10.08283,10.16429,10.21484,10.38566,10.31564,10.50085,11.28756,11.22560,11.18498,11.29740,11.39603,11.53937,11.44817,11.47060,11.35469,11.20799,11.08886,12.13096,12.30787,
France,Current Health Expenditure (CHE) per Capita in US$,,"2,161.85303","2,192.71558","2,449.75830","3,006.30591","3,458.62744","3,575.02515","3,811.55176","4,312.31055","4,807.37451","4,737.57813","4,592.38330","4,931.87793","4,644.59570","4,884.76660","4,980.81494","4,201.78174","4,256.76563","4,410.59912","4,666.97998","4,504.48486","4,755.44043","5,380.87500",
France,Current Health Expenditure (CHE),% Gross domestic product (GDP),9.58448,9.70563,10.02219,10.08283,10.16429,10.21484,10.38566,10.31564,10.50085,11.28756,11.22560,11.18498,11.29740,11.39603,11.53937,11.44817,11.47060,11.35469,11.20799,11.08886,12.13096,12.30787,
France,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),6.97070,7.06166,7.31640,7.32371,7.38391,7.41066,7.40224,7.33408,7.41639,7.97806,7.90768,7.85248,7.94105,8.01846,8.12386,8.28222,8.61284,8.60462,8.49408,8.33431,9.31343,9.30704,
France,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),2.61378,2.64397,2.70579,2.75912,2.78038,2.80418,2.98343,2.98156,3.08445,3.30950,3.31793,3.33250,3.35635,3.37757,3.41551,3.16595,2.85776,2.75007,2.71391,2.75455,2.81753,3.00083,
France,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,11.47060,11.35469,11.20799,11.08886,12.13096,12.30787,
Georgia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7.19459,7.16951,7.81474,8.02953,8.08911,8.07734,7.63208,7.43518,8.44424,9.56682,9.07341,8.01444,8.04716,7.88305,7.90387,7.42301,7.99671,7.05804,7.11330,6.65744,8.42998,8.41525,7.36753
Georgia,Current Health Expenditure (CHE) per Capita in US$,,53.03225,57.25420,67.17493,82.01244,106.86656,134.39299,154.48628,199.05731,286.31427,274.68472,289.54208,316.82330,348.76688,357.91016,369.13843,294.35031,321.08371,303.94324,331.86633,308.56665,354.72513,417.07455,484.13934
Georgia,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,0.42268,0.67841,0.22714,0.19802,0.30970,0.54313,0.51514,0.22436,0.33530,0.43076,1.22454,0.40401,0.27279,0.30674,0.50304,0.33765,,0.07027,0.05368,,,
Georgia,Current Health Expenditure (CHE),% Gross domestic product (GDP),7.19459,7.16951,7.81474,8.02953,8.08911,8.07734,7.63208,7.43518,8.44424,9.56682,9.07341,8.01444,8.04716,7.88305,7.90387,7.42301,7.99671,7.05804,7.11330,6.65744,8.42998,8.41525,7.36753
